# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 6.1010130372 	 	 0.0000351883 	 	 0.0000349539
t0_p1              	 	 2460148.9562605862 	 	 0.0000427612 	 	 0.0000402709
a_p1               	 	 52.8241612306 	 	 0.2708251042 	 	 0.2843804450
b_p1               	 	 0.1830149047 	 	 0.0278915565 	 	 0.0307983269
q1_104             	 	 0.1955197959 	 	 0.0697321546 	 	 0.0596273495
q2_104             	 	 0.1901151206 	 	 0.2082816195 	 	 0.1283005605
p_p1               	 	 0.0717609116 	 	 0.0006901175 	 	 0.0006927168
mflux_104          	 	 -0.0002176579 	 	 0.0000682835 	 	 0.0000686440
sigma_w_104        	 	 115.9027743093 	 	 8.1308078662 	 	 7.6958405741
GP_sigma_104       	 	 0.0001857817 	 	 0.0000400099 	 	 0.0000280162
GP_rho_104         	 	 0.0031339767 	 	 0.0011627939 	 	 0.0007550951
