# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 6.1010105467 	 	 0.0000352694 	 	 0.0000347312
t0_p1              	 	 2460124.5589691475 	 	 0.0000221487 	 	 0.0000207722
a_p1               	 	 52.6537567262 	 	 0.2380502540 	 	 0.2692198037
b_p1               	 	 0.1681537000 	 	 0.0278132147 	 	 0.0309141192
q1_001             	 	 0.3226394834 	 	 0.0493981782 	 	 0.0413730279
q2_001             	 	 0.2488064976 	 	 0.0638889682 	 	 0.0607098122
p_p1               	 	 0.0696434423 	 	 0.0005203219 	 	 0.0004740342
mflux_001          	 	 -0.0000455832 	 	 0.0003079975 	 	 0.0006212851
sigma_w_001        	 	 113.9031511317 	 	 6.8631599833 	 	 6.6389269258
GP_sigma_001       	 	 0.0003757099 	 	 0.0016663136 	 	 0.0002110639
GP_rho_001         	 	 0.0560797541 	 	 0.1694819872 	 	 0.0341120928
